0,1,2,3
-4.842015,-4.860989,-5.220911,-4.985781
-5.3880124,-5.4521337,-5.8840704,-5.540408
-5.0102334,-5.076698,-5.457575,-5.236126
-4.1814528,-4.2491,-4.576621,-4.3360915
-4.3851414,-4.455951,-4.8405576,-4.6078296
-4.7457542,-4.787004,-5.1677284,-4.9492354
-4.70504,-4.748837,-5.1325994,-4.866342
-4.6265254,-4.684252,-5.0426702,-4.772005
-4.9663205,-5.0045238,-5.380921,-5.1140594
-4.8312163,-4.8735166,-5.258345,-5.0801272
-4.759221,-4.782645,-5.1975875,-5.018575
-6.3218317,-6.3986883,-6.9227457,-6.5957003
-5.0848756,-5.138944,-5.5279765,-5.305206
-4.582338,-4.634427,-5.008626,-4.8280277
-4.3210874,-4.359527,-4.6811543,-4.4717994
-4.3990116,-4.482253,-4.814332,-4.5390387
-4.8165874,-4.870113,-5.239001,-5.003771
-4.189579,-4.2546396,-4.5615654,-4.339773
-4.4241276,-4.4915314,-4.846745,-4.6292276
-4.8311567,-4.912847,-5.2836194,-4.9994864
-4.983168,-5.0734844,-5.441738,-5.166188
-4.867869,-4.924973,-5.361718,-5.1596103
-4.837238,-4.9278913,-5.3191757,-5.020599
-4.4135494,-4.4778333,-4.8147516,-4.578201
-4.403243,-4.438112,-4.778919,-4.559537
-5.2662086,-5.2920375,-5.697398,-5.514982
-6.9000316,-6.9639974,-7.6366735,-7.1599946
-4.883197,-4.9286804,-5.3460956,-5.100313
-5.3661556,-5.4324346,-5.9224205,-5.6727824
-5.356888,-5.3797626,-5.81161,-5.6448
-4.6821103,-4.725721,-5.1314964,-4.929301
-5.1451135,-5.2067666,-5.620859,-5.3646917
-5.0911756,-5.1297193,-5.538015,-5.2414746
-4.8495173,-4.8958282,-5.286308,-5.0983577
-5.6521378,-5.7131467,-6.231852,-5.8652744
-5.131074,-5.151788,-5.5605993,-5.301177
-5.2999206,-5.407894,-5.8957834,-5.548496
-4.766158,-4.8172636,-5.187064,-4.9633846
-4.554304,-4.6391587,-5.0346665,-4.774395
-4.7262607,-4.7935705,-5.1660933,-4.912042
-5.2256827,-5.306178,-5.7509217,-5.3978295
-4.867777,-4.8885283,-5.283315,-5.0522676
-6.011251,-6.0837708,-6.5570855,-6.336949
-4.587729,-4.6552324,-5.056014,-4.8141546
-6.1839123,-6.2344627,-6.776523,-6.3738065
-4.909258,-4.9493265,-5.364639,-5.086461
-5.327025,-5.364453,-5.811423,-5.530735
-4.4065933,-4.4720507,-4.807114,-4.558722
-5.357108,-5.46715,-5.8775964,-5.5419493
-5.7354307,-5.876372,-6.3711834,-5.8807163
-4.8960977,-4.9362535,-5.3086996,-5.0653133
-4.587209,-4.612071,-4.969553,-4.791649
-5.0409155,-5.068583,-5.4846478,-5.2469053
-4.806446,-4.838918,-5.242349,-5.051135
-4.7466855,-4.840965,-5.186605,-4.899529
-5.0234046,-5.119831,-5.486324,-5.164206
-4.5322213,-4.594832,-4.9351277,-4.7139707
-5.4095073,-5.466277,-5.924138,-5.6859155
-4.8761683,-4.921348,-5.3562536,-5.1697984
-4.77775,-4.818098,-5.2409215,-5.060186
-4.7033763,-4.7597446,-5.1319733,-4.8547864
-5.0853395,-5.1433587,-5.584972,-5.3835278
-4.3321824,-4.408798,-4.77279,-4.513666
-4.9076486,-4.989019,-5.40045,-5.1817265
-5.2029805,-5.235551,-5.694781,-5.4889207
-4.4936366,-4.5691094,-4.933731,-4.659237
-4.6509547,-4.712232,-5.0843334,-4.8040957
-4.3483343,-4.417182,-4.7377467,-4.5066357
-4.3683414,-4.439401,-4.7815166,-4.5255837
-4.6804614,-4.7053394,-5.109858,-4.9498086
-4.655911,-4.7777686,-5.1375346,-4.8096232
-5.28248,-5.447228,-5.860545,-5.41088
-5.3078337,-5.332239,-5.799786,-5.5889173
-4.312524,-4.35452,-4.6873727,-4.5121927
-6.6567154,-6.6822824,-7.281992,-7.0347834
-4.914847,-5.007757,-5.3728538,-5.059286
-4.706825,-4.7246084,-5.082762,-4.897085
-5.759162,-5.8239098,-6.363848,-6.038901
-5.303832,-5.3440466,-5.802648,-5.4706383
-4.492954,-4.5280976,-4.8780003,-4.687134
-5.980665,-6.114766,-6.670318,-6.235615
-4.691217,-4.738347,-5.1032047,-4.90716
-4.8838882,-4.90614,-5.292951,-5.118538
-4.318728,-4.385229,-4.7068276,-4.4810505
-4.486979,-4.5491443,-4.9150195,-4.7020783
-4.681875,-4.731054,-5.1070504,-4.872021
-4.3531547,-4.3960342,-4.743111,-4.564598
-4.336855,-4.3812213,-4.695075,-4.4820905
-7.0586104,-7.0508847,-7.681,-7.2434764
-6.7412558,-6.72659,-7.392829,-7.137661
-4.177621,-4.245902,-4.586278,-4.357295
-4.9255238,-5.010793,-5.395198,-5.1240788
-4.939672,-4.9932413,-5.374004,-5.0897126
-4.6393642,-4.70726,-5.057543,-4.8104753
-5.7667437,-5.8050413,-6.315383,-5.959119
-4.6324787,-4.679308,-5.044291,-4.837831
-4.435497,-4.4834456,-4.8355885,-4.5973806
-4.7528596,-4.84312,-5.2129064,-4.904526
-5.58737,-5.6124907,-6.0388546,-5.812172
-4.4222217,-4.466862,-4.8200803,-4.6384225
-5.5929284,-5.658651,-6.1348653,-5.8907332
-5.302409,-5.352069,-5.848536,-5.588193
-7.0600395,-7.0871606,-7.7643228,-7.5124426
-4.301026,-4.353145,-4.6707015,-4.4448714
-4.509587,-4.5482597,-4.893304,-4.70828
-4.6777315,-4.7211547,-5.0786147,-4.8685656
-4.732665,-4.7823753,-5.1659837,-4.8902116
-5.3531103,-5.3800845,-5.8203254,-5.508817
-4.6256647,-4.663792,-5.0137453,-4.794134
-4.76283,-4.808416,-5.2173014,-5.0327864
-4.549634,-4.605948,-4.9755583,-4.746156
-5.5619774,-5.5901513,-6.0471754,-5.868176
-5.5727677,-5.6034737,-6.0780306,-5.8995333
-4.967621,-5.0638337,-5.434189,-5.161934
-5.193787,-5.2342153,-5.634401,-5.4320474
-4.7804837,-4.886691,-5.2899227,-4.9486184
-4.757114,-4.790098,-5.2140527,-5.035583
-5.050686,-5.0903764,-5.5004144,-5.306737
-4.624881,-4.662707,-5.0125103,-4.7704306
-4.1219106,-4.1802177,-4.491999,-4.2943077
-4.8399124,-4.8716006,-5.284127,-5.0969257
-4.755569,-4.8376026,-5.2447352,-4.9574404
-4.991958,-5.0186305,-5.4683228,-5.297665
-4.8440247,-4.920663,-5.291079,-5.0263214
-4.3463387,-4.423495,-4.749694,-4.5053906
-4.641906,-4.661769,-5.0202236,-4.848066
-5.275474,-5.314096,-5.730804,-5.421562
-4.906127,-5.013101,-5.368891,-5.0470777
-4.251192,-4.3330545,-4.659281,-4.4013724
-4.5533614,-4.6138215,-4.9544325,-4.710226
-4.734031,-4.7779365,-5.1675262,-4.9732676
-5.292643,-5.3794603,-5.877612,-5.5540376
-4.898119,-4.94179,-5.336237,-5.152327
-5.307006,-5.363112,-5.7614703,-5.5151215
-4.461837,-4.5258546,-4.8627367,-4.6149426
-4.577849,-4.643836,-5.0314856,-4.8012505
-4.6909633,-4.75836,-5.1090403,-4.8534136
-4.806637,-4.8677535,-5.250489,-5.0325937
-4.182011,-4.262399,-4.583475,-4.332416
-5.6648245,-5.68859,-6.201652,-5.9876995
-4.859002,-4.9243155,-5.295763,-5.034805
-4.8752813,-4.926435,-5.323697,-5.108718
-4.4864235,-4.5316877,-4.891118,-4.696728
-5.0051847,-5.110679,-5.539544,-5.1803823
-6.223143,-6.2434015,-6.8085227,-6.5816665
-6.636581,-6.621727,-7.284399,-7.019349
-4.112682,-4.1916504,-4.5050383,-4.2624373
-4.4653106,-4.525846,-4.9201136,-4.713462
-5.6857166,-5.742172,-6.1926904,-5.9294147
-5.1084805,-5.1756406,-5.638951,-5.355683
-4.437843,-4.4852614,-4.8317733,-4.644237
-4.613564,-4.7121334,-5.060544,-4.7682133
-4.651213,-4.7008443,-5.107087,-4.887343
-5.788972,-5.835905,-6.378595,-6.0593014
-5.281291,-5.317894,-5.7459416,-5.5627255
-4.926975,-5.009221,-5.447637,-5.1037426
-4.82417,-4.919498,-5.333574,-5.0129776
-4.3200226,-4.393383,-4.720581,-4.4995513
-4.5211396,-4.5639696,-4.9297724,-4.747565
-4.4667535,-4.4954405,-4.8605514,-4.697693
-5.152948,-5.1926703,-5.6124825,-5.3107767
-4.977556,-5.0335126,-5.432122,-5.138043
-4.6965647,-4.758256,-5.1227293,-4.897016
-4.78308,-4.8036327,-5.2013474,-5.0169754
-4.301908,-4.3574286,-4.6974964,-4.487263
-4.629024,-4.6775804,-5.0312023,-4.821497
-5.1388006,-5.1936474,-5.579444,-5.344596
-4.707217,-4.7869673,-5.141081,-4.856921
-5.904248,-5.9378505,-6.398407,-6.175078
-4.7361984,-4.799062,-5.1534567,-4.8773
-4.457949,-4.515658,-4.840252,-4.598573
-4.381542,-4.4539156,-4.800733,-4.5327744
-5.6944003,-5.7738743,-6.2174363,-5.982752
-4.7493625,-4.792887,-5.1559496,-4.9472394
-4.9326386,-5.002032,-5.3796005,-5.0826154
-5.3496237,-5.4474635,-5.9339967,-5.546688
-4.600481,-4.6647024,-5.012672,-4.7706127
-4.395896,-4.48084,-4.8588066,-4.591123
-5.34751,-5.38574,-5.8609695,-5.5406146
-4.728025,-4.7721834,-5.1623363,-4.9828415
-5.548808,-5.5649214,-6.0280943,-5.7085953
-4.9565234,-5.0109043,-5.3965983,-5.1672597
-4.466668,-4.5597677,-4.9037104,-4.620834
-5.006489,-5.073146,-5.52106,-5.1841717
-5.2654886,-5.3062186,-5.7133927,-5.4287357
-6.141858,-6.181787,-6.707775,-6.5143266
-5.8568277,-5.9056144,-6.4019747,-6.1852436
-4.347633,-4.3864098,-4.723922,-4.5592976
-4.628839,-4.6957946,-5.0621367,-4.787587
-6.987021,-7.023391,-7.6509256,-7.184495
-5.901532,-5.9393206,-6.4531207,-6.2302923
-5.0357823,-5.066125,-5.507807,-5.2997646
-4.6248264,-4.7052174,-5.1145706,-4.8496237
-5.0161395,-5.097761,-5.558464,-5.3226786
-4.60161,-4.645051,-5.0334587,-4.8575306
-4.7743006,-4.907604,-5.2920723,-4.9300933
-4.7014484,-4.7375994,-5.1179023,-4.8616567
-4.308292,-4.378435,-4.7318244,-4.5101795
-4.9281335,-4.9494333,-5.385874,-5.2059455
-4.5667286,-4.6180825,-4.962492,-4.7210565
-4.557117,-4.6737685,-5.002633,-4.6971664
-6.288759,-6.3899293,-6.8923254,-6.5907817
-7.6731944,-7.7312827,-8.434537,-8.095218
-4.5927258,-4.6148176,-4.9922996,-4.832927
-4.477884,-4.524844,-4.8645406,-4.664089
-5.1133122,-5.1449685,-5.594101,-5.393043
-5.941313,-6.027368,-6.483805,-6.236955
-5.4457774,-5.480436,-5.9355583,-5.7405295
-4.5622315,-4.6141696,-5.012677,-4.8270226
-4.6636047,-4.6851273,-5.049286,-4.8798184
-4.7221417,-4.7727885,-5.159003,-4.8893313
-5.761278,-5.7826457,-6.2948866,-6.093677
-6.431251,-6.490277,-7.0215116,-6.7625265
-5.0358133,-5.1826396,-5.5922,-5.20096
-4.2914596,-4.35791,-4.702702,-4.4559374
-6.0458946,-6.0871997,-6.617603,-6.401549
-6.535929,-6.6402435,-7.257399,-6.7616963
-5.1852245,-5.2915993,-5.6725187,-5.36884
-4.8370886,-4.9147654,-5.2926383,-4.989437
-4.5515685,-4.615611,-4.961051,-4.719174
-4.9824433,-5.0174155,-5.3967295,-5.133929
-4.9639215,-4.9958663,-5.37011,-5.1142335
-4.194492,-4.2530756,-4.5566583,-4.337676
-5.369271,-5.43337,-5.9057775,-5.532457
-4.4405766,-4.49326,-4.8240294,-4.602201
-5.0031557,-5.033205,-5.461942,-5.275843
-4.782435,-4.8166285,-5.1727715,-4.961006
-5.185491,-5.203426,-5.6149774,-5.4251156
-4.58481,-4.643443,-4.992078,-4.7531543
-5.535047,-5.6283035,-6.1504083,-5.7768316
-4.560067,-4.629159,-4.996017,-4.715247
-4.3769317,-4.4593277,-4.8424416,-4.5925817
-4.1566906,-4.2058487,-4.511324,-4.3097663
-4.710211,-4.8142395,-5.205932,-4.8896346
-4.735199,-4.761203,-5.122546,-4.8835487
-5.0906367,-5.1358232,-5.5162296,-5.2492075
-4.494857,-4.5390415,-4.886141,-4.7060485
-5.062192,-5.12848,-5.5122757,-5.2848105
-5.321854,-5.386277,-5.8674326,-5.5246243
-5.7395897,-5.736843,-6.1925926,-5.887617
-4.9302907,-5.014239,-5.412375,-5.0919495
-4.830868,-4.8730526,-5.307117,-5.1144857
-4.211268,-4.2825336,-4.5908637,-4.360287
-4.8603363,-4.9461985,-5.378164,-5.0727835
-4.847144,-4.903565,-5.3147573,-5.012804
-5.2842445,-5.3195467,-5.763558,-5.5868645
-4.2971587,-4.3582816,-4.7019343,-4.4922976
-4.959937,-5.0281625,-5.468605,-5.1897435
-5.6494904,-5.70777,-6.2121935,-5.836601
-4.5946026,-4.6548715,-5.0383215,-4.8201427
-4.877937,-4.914459,-5.288859,-5.0828767
-4.517131,-4.5813212,-4.946838,-4.723024
-4.548691,-4.6467304,-5.008533,-4.715504
-5.3904905,-5.454941,-5.949275,-5.576275
-4.4639363,-4.5282454,-4.9231806,-4.7069955
-5.5259914,-5.5559583,-6.0721254,-5.8586392
-4.132128,-4.1923385,-4.4930406,-4.2818246
-4.741068,-4.7912903,-5.1888723,-4.9347377
-4.9336534,-4.9951015,-5.3638024,-5.114509
-4.9068155,-4.950531,-5.35146,-5.152821
-5.7056723,-5.738479,-6.1922946,-5.880621
-4.2598996,-4.330112,-4.657478,-4.4175897
-4.8464656,-4.9077816,-5.324856,-5.0313177
-5.1507416,-5.198678,-5.648298,-5.3316216
-5.108119,-5.174926,-5.5668216,-5.314541
-4.9969873,-5.032158,-5.4529657,-5.2600965
-4.6612883,-4.716608,-5.115325,-4.88791
-4.6154447,-4.679285,-5.038339,-4.7604985
-4.554302,-4.6310325,-5.0175357,-4.788703
-4.857586,-4.939495,-5.3200235,-5.018405
-5.534878,-5.6035457,-6.0870457,-5.7580223
-4.124111,-4.187495,-4.495451,-4.2774715
-4.737121,-4.8397803,-5.2373114,-4.9047747
-5.3555403,-5.4197664,-5.8257394,-5.5660524
-4.4765477,-4.5567546,-4.9426036,-4.6883817
-4.6376824,-4.6678114,-5.0592923,-4.8862643
-5.8314376,-5.8583465,-6.365461,-5.9990597
-5.1177917,-5.1449914,-5.5908527,-5.3595366
-5.338674,-5.354017,-5.7885184,-5.6065106
-5.2166643,-5.238985,-5.6711698,-5.378779
-4.67429,-4.7463727,-5.091506,-4.8416834
-4.660583,-4.6821666,-5.0363503,-4.8120265
-4.544838,-4.6194143,-5.0038443,-4.762249
-5.102202,-5.2081165,-5.665803,-5.319215
-4.7854815,-4.8560886,-5.2391405,-4.9578524
-4.787711,-4.8564034,-5.2706246,-5.0409937
-4.741121,-4.792004,-5.194551,-4.9108005
-4.332959,-4.3994794,-4.7609615,-4.5376725
-4.350666,-4.3883204,-4.7272973,-4.560474
-5.174387,-5.181171,-5.6150613,-5.4597564
-5.6504335,-5.6801763,-6.1263385,-5.9360213
-4.878383,-4.8821263,-5.25236,-5.0769978
-4.8342433,-4.8986893,-5.2693057,-5.0381885
-4.9103017,-4.91938,-5.3066683,-5.139418
-4.891969,-4.985769,-5.430453,-5.11965
-4.479368,-4.561773,-4.935172,-4.68347
-5.6617646,-5.668326,-6.20171,-5.9893374
-5.519488,-5.539076,-5.9891987,-5.833551
-5.986819,-6.0509,-6.6203313,-6.203699
-4.195612,-4.258245,-4.577879,-4.3683333
-4.6178465,-4.6604824,-5.0430984,-4.8369603
-4.7973933,-4.828439,-5.234989,-5.046
-4.697672,-4.799233,-5.184862,-4.857886
-5.269686,-5.3204465,-5.7959423,-5.475176
-5.903992,-5.9028955,-6.3643847,-6.059458
-4.9886413,-5.007094,-5.424695,-5.262019
-5.8458166,-5.976419,-6.458285,-6.003053
-5.5500064,-5.557059,-6.0705814,-5.86229
-4.5160184,-4.5562854,-4.9434586,-4.775048
-4.313432,-4.376301,-4.7413764,-4.5119143
-6.587581,-6.68007,-7.2609134,-6.82844
-5.3378286,-5.422969,-5.915502,-5.570796
-4.4023013,-4.440906,-4.796026,-4.6094975
-5.748293,-5.7548804,-6.2963195,-6.0788727
-4.268318,-4.316624,-4.6383486,-4.423609
-5.5923715,-5.624587,-6.1158504,-5.9166555
-4.773726,-4.857761,-5.2321258,-4.920818
-4.5466356,-4.5875893,-4.9658785,-4.7890563
-5.131724,-5.2351427,-5.6984425,-5.339759
-5.937227,-5.9737635,-6.4875326,-6.295555
-4.493593,-4.549154,-4.9073644,-4.707225
-4.3214083,-4.378771,-4.6936975,-4.4683013
